Codigo;Codigo de Barra;Descripcion;Rubro;Alicuota;Precio;Precio Oferta
321;7798137561008;sabores manuco                                   ;CARNICERIA                             ;21;1730;0
322;7794000957541;MAYO RI.K FRCO X 350                             ;CARNICERIA                             ;21;24.5;0
323;7790150696095;ADEREZO ALICANTE DP X 250                        ;CARNICERIA                             ;21;11.4;0
324;7794000411289;SALSA GOLF HELLMANS X 250                        ;CARNICERIA                             ;21;1580;0
325;7794000957879;mayo HELLM DPX500                                ;CARNICERIA                             ;21;2030;0
326;7794000401280;mayo HELLM x 250                                 ;CARNICERIA                             ;21;250;0
327;7791866001203;MAYO NATURA DP X 250                             ;CARNICERIA                             ;21;949;0
328;7791866001357;MAYO NATURA DP X 1K                              ;CARNICERIA                             ;21;3589.9;0
329;7791866001364;MAYO NATURA DP X 500                             ;CARNICERIA                             ;21;1849.85;0
330;7794000401372;MAY HELLM.DP X 1K                                ;CARNICERIA                             ;21;25.6;0
331;7791866002620;MAYO CADA DIA DP X 1K                            ;CARNICERIA                             ;21;2700.1;0
332;7791866002606;MAYO CADA DIA DP X 250                           ;CARNICERIA                             ;21;780;0
333;7793940173004;MAYO GRANJA IRIS DP X 500                        ;CARNICERIA                             ;21;15.9;0
334;7794000006188;KETCHUP X 250 DP hellmanns                       ;CARNICERIA                             ;21;1540;0
335;7794000005068;SAVORA MOSTACERO X 200                           ;CARNICERIA                             ;21;1490;0
336;7792900000305;AJI PICANTE DOS ANCLAS                           ;CARNICERIA                             ;21;225;0
337;7798327190070;SALSA PICANTE GALLARDO X330                      ;CARNICERIA                             ;21;630;0
338;7792900000336;salsa chimichurri x 350dos anclas                ;CARNICERIA                             ;21;230;0
339;7798146130608;SALSA BIG TAU                                    ;CARNICERIA                             ;21;114.9;0
340;7790070228253;SALSA SOJA                                       ;CARNICERIA                             ;21;180;0
341;7792900093918;SALSA SOJA x 500DOS ANCLAS                       ;CARNICERIA                             ;21;2250;0
342;7792900000251;ACETO BALSAM DOS ANCLAS                          ;CARNICERIA                             ;21;39.9;0
343;7790070228116;ACETO BALSAM  LIRA X 250ML                       ;CARNICERIA                             ;21;370;0
344;7790139003364;ACETO BALSAM CASALTA X 400                       ;CARNICERIA                             ;21;4470;0
345;7798080520084;AC.OLIVA EX VIRGEN X 250 L.T                     ;CARNICERIA                             ;21;305;0
346;7790127000269;ACEITUNAS DP X 300 nucet                         ;CARNICERIA                             ;21;1420;0
347;7790127000665;ACEITUNAS DP X 150 VANOLI                        ;CARNICERIA                             ;21;190;0
348;7790127710175;ACEITUNAS NEGRAS DP X 150 VANOLI                 ;CARNICERIA                             ;21;63.5;0
349;7790127000054;PICKLES DP X300 rioj                             ;CARNICERIA                             ;21;270;0
350;7792070000068;NUCETE PREMIUM FCO X 660                         ;CARNICERIA                             ;21;29.55;0
351;7798145601925;CHAMPIG DOY PACK x180                            ;CARNICERIA                             ;21;123;0
352;5011007003029;WHISKY JAMESON                                   ;CARNICERIA                             ;21;4890;0
353;7790127000252;ACEITUNAS NEGRAS FCO X 330 VANOLI                ;CARNICERIA                             ;21;45;0
354;7798143960017;ACEITUNAS  DESCAROZ FCO X 330                    ;CARNICERIA                             ;21;59.9;0
355;7792070000075;ACEITUNA nucete PREMIUM X 360 FCO NUCETE         ;CARNICERIA                             ;21;3430;0
356;7798327190094;AJIES NUCETE gallardo x360                       ;CARNICERIA                             ;21;730;0
357;7792070000686;PICKES FCO X 330 nucete                          ;CARNICERIA                             ;21;280;0
358;7790499002106;ACELGA NAT X 800                                 ;CARNICERIA                             ;21;255;0
359;7790670051886;ACELGA/ESPIN.cong x 1k                           ;CARNICERIA                             ;10.5;5650;0
360;7796613002434;PALMITOS X 800 M&K                               ;CARNICERIA                             ;21;61;0
361;7798085997829;LENTEJA  nat X 350                               ;CARNICERIA                             ;21;1100;0
362;7792350004526;AR                                               ;CARNICERIA                             ;21;33.9;0
363;7896041156010;CHOCLO ENTERO X300 oderich                       ;CARNICERIA                             ;21;1380;0
364;7790681001160;GARBANZOS NAT X 350                              ;CARNICERIA                             ;21;28.5;0
365;7792290278629;CHOCLO CREMOSO nevi                              ;CARNICERIA                             ;21;700;0
366;7796613000058;JARDINERA NAT m&k                                ;CARNICERIA                             ;21;55;0
367;7794696000026;TOMATE NAT X 400 EZE                             ;CARNICERIA                             ;21;590;0
368;7793360129889;EXTRACTO la campag                               ;CARNICERIA                             ;21;1800;0
369;7790088000094;EXTRACTO TOMATE ALCO                             ;CARNICERIA                             ;21;82;0
370;7790580956608;SALSA ARCOR DP x340g                             ;CARNICERIA                             ;21;1120;0
371;7790079011078;PICADILLO PALADINI                               ;CARNICERIA                             ;21;21;0
372;372;TRIT                                             ;CARNICERIA                             ;21;270;0
373;7794000596580;sopa QUICK LIGHT ESPARR X5                       ;CARNICERIA                             ;21;930;0
374;7794000594883;SOPA KNORR LIGHT CR. CHOCLO                      ;CARNICERIA                             ;21;350;0
375;7794000513112;SOPA KNORR CR.ARVEJAS C JAMON                    ;CARNICERIA                             ;21;1350;0
376;7790710031014;YERBA CBSE X 500 HIERBAS SERRANAS                ;CARNICERIA                             ;21;2000;0
377;7790580146047;BON o BON TABLETA X160                           ;CARNICERIA                             ;21;4990;0
378;378;PASTAS CASERAS CONGELADAS                        ;CARNICERIA                             ;21;2400;0
379;758890928040;YERBA don basilio x 500                          ;CARNICERIA                             ;21;1880;0
380;7790480008803;YERBA LA TRANQUERA X 500                         ;CARNICERIA                             ;21;1690;0
381;7793704000232;YERBA PLAYADITO X 500                            ;CARNICERIA                             ;21;2400;0
382;7790387013023;YERBA TARGUI X 500                               ;CARNICERIA                             ;21;2900;0
383;7793670000038;YERBA VERDEFLOR X 500                            ;CARNICERIA                             ;21;2270;0
384;7790070504319;YErBA NOBLEZA SELECCION X 500                    ;CARNICERIA                             ;21;225;0
385;7795568960271;YERBA ORGANICA X 500                             ;CARNICERIA                             ;21;679;0
386;7790639003895;CUNNIGTON X1.5                                   ;CARNICERIA                             ;21;1550;0
387;7790387013511;YERBA TARAGUI X 1K LIVIANA                       ;CARNICERIA                             ;21;5339;0
388;7790411000012;YERBA ROSAMONTE ESPECIAL X1 K                    ;CARNICERIA                             ;21;4235;0
389;7790411000043;YERBA ROSAMONTE COMUN X1 K                       ;CARNICERIA                             ;21;4380;0
390;7790060054060;YERBA NOBLEZA GAUCHA X 500                       ;CARNICERIA                             ;21;915;0
391;7793395000047;YERBA MAS SABOR X 1K                             ;CARNICERIA                             ;21;4040;0
