Codigo;Codigo de Barra;Descripcion;Rubro;Alicuota;Precio;Precio Oferta
2743;7791337103504;POSTRE DANETTE alf choc x 120                    ;CARNICERIA                             ;21;199;0
2744;2744;XX                                               ;CARNICERIA                             ;21;26.1;0
2745;7790310982488;MTA TODDY X 126                                  ;CARNICERIA                             ;21;110;0
2746;7790139003296;VINAGRE VINO X 500                               ;CARNICERIA                             ;21;1530;0
2747;2747;REPOLLITO BRUSELLAS                              ;CARNICERIA                             ;10.5;2500;0
2748;2748;BROCOLI                                          ;CARNICERIA                             ;10.5;3700;0
2749;2749;RUCULA                                           ;CARNICERIA                             ;10.5;1000;0
2750;7792180004802;HARINA P/—OQUIS mama coc x 500                   ;CARNICERIA                             ;21;27;0
2751;7793184000227;PALITOS SALADOS X 1K                             ;CARNICERIA                             ;21;139;0
2752;723540589612;PIZZETAS LISTAS                                  ;CARNICERIA                             ;21;750;0
2753;7622201803285;TITA X5U                                         ;CARNICERIA                             ;21;1320;0
2754;7896306614583;CARAMELOs FRUTOMILA X 600                        ;CARNICERIA                             ;21;150;0
2755;7790580223205;CARM fizz x 5u                                   ;CARNICERIA                             ;21;20;0
2756;7790036246321;CAVIC TINTO TETRA                                ;CARNICERIA                             ;21;14.5;0
2757;7790040929807;COQUITAS bagley x 170                            ;CARNICERIA                             ;21;1200;0
2758;7790580103361;COFLER air x 27g                                 ;CARNICERIA                             ;21;1030;0
2759;2759;NUEZ MOSCADA x 1                                 ;CARNICERIA                             ;21;60;0
2760;7790150535233;NUEZ MOSCADA MOL alicante x25                    ;CARNICERIA                             ;21;2380;0
2761;7790170904798;CAFE LA MOR fco x 100                            ;CARNICERIA                             ;21;3050;0
2762;2762;x                                                ;CARNICERIA                             ;21;60;0
2763;7798109156164;FUEGO NEGRO malbec 2012                          ;CARNICERIA                             ;21;42.5;0
2764;7622400005190;MILKA X 100 happy cows                           ;CARNICERIA                             ;21;520;0
2765;7794536088429;MAGICLICK lg                                     ;CARNICERIA                             ;21;8450;0
2766;7790411001514;YERBA ROSAMONTE PLUS X 1                         ;CARNICERIA                             ;21;4235;0
2767;7730219010080;PH X 4 elite diseÒo                              ;CARNICERIA                             ;21;31.25;0
2768;7622300759490;alfajor mouse cja x6                             ;CARNICERIA                             ;21;5775;0
2769;7797273000068;TOALLITAS BB deyse                               ;CARNICERIA                             ;21;18;0
2770;7791854203879;PH mega FAMILY X4 90MTS                          ;CARNICERIA                             ;21;161;0
2771;7793467040407;libreta c/espiral x 40h                          ;CARNICERIA                             ;21;130;0
2773;7622300844547;LILA GO! crunchy x 41 g                          ;CARNICERIA                             ;21;21;0
2774;7791241961498;LA LACTEO postre vain x 125                      ;CARNICERIA                             ;21;4.8;0
2775;7791241961047;YOGURT LA LACTEO  ent x 125  FR                  ;CARNICERIA                             ;21;3.85;0
2776;7791287006115;LECHE sachet LA NVA                              ;CARNICERIA                             ;21;1700;0
2777;7790742357205;Leche x 200 la sern                              ;CARNICERIA                             ;21;1060;0
2778;7790742164407;RICCOTA la seren MAGRA X 500                     ;CARNICERIA                             ;21;2800;0
2779;7794297033034;TACHO RESIDUO C/TAPA                             ;CARNICERIA                             ;21;115;0
2780;7794297050048;COLADOR C/MAYA med ROJO                          ;CARNICERIA                             ;21;360;0
2781;2781;TABLA P/PICAR 29X22                              ;CARNICERIA                             ;21;260;0
2782;7791822676247;TAZA x375 rigolleau                              ;CARNICERIA                             ;21;450;0
2783;7806810200097;MOLDE RECT 30CM                                  ;CARNICERIA                             ;21;51;0
2784;  7794297533121;CACEROLA N20                                     ;CARNICERIA                             ;21;15000;0
2785;7790828101548;TOCADOR KENIA X 90                               ;CARNICERIA                             ;21;27;0
2786;77900661;SALERO celusal x100g                             ;CARNICERIA                             ;21;820;0
2787;7793046009399;MERM DULCOR DP X 340                             ;CARNICERIA                             ;21;73;0
2788;7792389001961;PASTILLAS INOD JARDIN                            ;CARNICERIA                             ;21;1370;0
2789;7790040667204;mta cereal mix avena pasas x230                  ;CARNICERIA                             ;21;1240;0
2790;7790040713703;mta cerealmix av pasas x 180g                    ;CARNICERIA                             ;21;210;0
2791;7798024452426;reJilla lunares mr trapo                         ;CARNICERIA                             ;21;53.9;0
2792;2792;MIGRAL X 10                                      ;CARNICERIA                             ;21;158;0
2793;7798141512539;LANGOSTINOS PELADOS                              ;CARNICERIA                             ;21;16000;0
2794;7896004004921;cereal ZUCARITAS x240 cj                         ;CARNICERIA                             ;21;2400;0
2795;B8401-1;manta polar 220x220                              ;CARNICERIA                             ;21;290;0
2796;7622300846565;MILKA X 135g dulce d leche                       ;CARNICERIA                             ;21;31.9;0
2797;7793024000936;chupetines lipo x 50u                            ;CARNICERIA                             ;21;300;0
2798;7792900990712;CHIMICHURRI dos anclas                           ;CARNICERIA                             ;21;950;0
2799;7792129002203;SUCARYL sucralosa x180                           ;CARNICERIA                             ;10.5;13.5;0
2800;2800;C                                                ;CARNICERIA                             ;21;15.3;0
2801;2801;x                                                ;CARNICERIA                             ;21;29.55;0
2802;2802;X                                                ;CARNICERIA                             ;21;210;0
2803;7796613008016;ARVEJAS PARTIDAS M&K X400                        ;CARNICERIA                             ;21;800;0
2804;7791787000040;PEPAS X bandeja                                  ;CARNICERIA                             ;21;2200;0
2805;2805;BOLSA QUESO CERDO                                ;CARNICERIA                             ;21;35;0
2806;2806;PAPEL MICROPOROSO                                ;CARNICERIA                             ;21;1002.8;0
2807;2807;tripa x 70mts                                    ;CARNICERIA                             ;21;392.5;0
2808;7790170903203;LA MORENITA saq X 20                             ;CARNICERIA                             ;21;19.5;0
2809;7790150831069;CHOCOLINO BOLITAS X 100                          ;CARNICERIA                             ;21;65.5;0
2810;7798038871329;DULCE LECHE don bosco                            ;CARNICERIA                             ;21;3830;0
2811;7798126071471;OBLEAS GAONA X 100G                              ;CARNICERIA                             ;21;8.2;0
2812;7798107412521;ETNIA                                            ;CARNICERIA                             ;21;1800;0
2813;7791843013441;CHACABUCO DCE NAT                                ;CARNICERIA                             ;21;830;0
2814;8711700045902;SUN abrillantador x500                           ;CARNICERIA                             ;21;3500;0
2815;7791293043203;SEDAL X 620 dp                                   ;CARNICERIA                             ;21;449.7;0
2816;7793147570606;SCHNEIDER LAta x710                              ;CARNICERIA                             ;21;110;0
2817;7798014440129;CACEROLA N22                                     ;CARNICERIA                             ;21;18000;0
2818;7798014440143;CACEROLA N 15                                    ;CARNICERIA                             ;21;12000;0
2819;4895155637142;CAFETERA p filtro                                ;CARNICERIA                             ;21;28504.6;0
2820;7792281003230;TIJERAS X2                                       ;CARNICERIA                             ;21;355;0
2821;7793762098202;PALANGANA GRANDE                                 ;CARNICERIA                             ;21;69.9;0
2822;7792900009315;PEREJIL DOS ANCLAS X25                           ;CARNICERIA                             ;21;105;0
2823;7805010002258;FINISH SAL X 1K                                  ;CARNICERIA                             ;21;16500;0
2824;8002910006938;FINISH DETERG POLVO X1K                          ;CARNICERIA                             ;21;11600;0
2825;7791130001731;VANISH GEL X200ML                                ;CARNICERIA                             ;21;278.3;0
2826;7791130002431;FINISH ABRILLANTADOR X 400                       ;CARNICERIA                             ;21;5600;0
2827;7792900634135;SALERO DOS ANCLAS FINO X 500                     ;CARNICERIA                             ;21;1200;0
2828;7792900006857;SALERO DOS ANCLAS PARR X 750                     ;CARNICERIA                             ;21;76.9;0
2829;7790240042108;ALMA MORA                                        ;CARNICERIA                             ;21;5670;0
2830;7798109152234;AMPAKAMA malbec13                                ;CARNICERIA                             ;21;45.5;0
2831;7791241961153;YOGURT LA LACTEO C/CEREAL                        ;CARNICERIA                             ;21;9.15;0
2832;2832;LEVADURA HORMA XK                                ;CARNICERIA                             ;21;107;0
2833;7792281000611;TABLA PLEGABLE CAROL                             ;CARNICERIA                             ;21;795;0
2834;2834;BOCADITO delicia dulce leche                     ;CARNICERIA                             ;21;3.5;0
2835;7798132700037;ACEITE OLIVA olivares sr x 500                   ;CARNICERIA                             ;21;4500;0
2836;7790748266020;PASTA de ANCHOAS X 100G                          ;CARNICERIA                             ;21;42.6;0
2837;7798145601888;CEBOLLITAS dp 300                                ;CARNICERIA                             ;21;445;0
2838;084773611519;MEJILLONES x k                                   ;CARNICERIA                             ;21;1470;0
2839;7798132920848;TOMATE NAT CANALE                                ;CARNICERIA                             ;21;940;0
2840;7790770001491;PROTECTOR CALIPSO DIARIOS X 40                   ;CARNICERIA                             ;21;1300;0
2841;079400052926;REXONA CLINICAL X 48G                            ;CARNICERIA                             ;21;115;0
2842;7791600266257;DESOD CIEL D®OR aer                              ;CARNICERIA                             ;21;3000;0
2843;7791290010802;CIF crema x 375.                                 ;CARNICERIA                             ;21;24.5;0
2844;7791293049496;DESOD REXONA aer MEN 150ML                       ;CARNICERIA                             ;21;3200;0
2845;7798061890311;REJILLA CLASICA                                  ;CARNICERIA                             ;21;95;0
2846;7798014440167;CACEROLA N30                                     ;CARNICERIA                             ;21;1750;0
2847;7798014440136;CACEROLA N24                                     ;CARNICERIA                             ;21;21000;0
2848;7794297531806;MOLDE P TORTA N24-28                             ;CARNICERIA                             ;21;90;0
2849;7798196160327;ensaladera x 4.5lts                              ;CARNICERIA                             ;21;180;0
2850;7794297020461;EXPRIMIDOR jarra                                 ;CARNICERIA                             ;21;3630;0
2851;7798005438258;COLADOR  PLASTICO                                ;CARNICERIA                             ;21;1000;0
2852;7798005438234;COLADOR 7cm/8 METAL                              ;CARNICERIA                             ;21;1000;0
2853;7792540230841;RESMA ledesma x500h                              ;CARNICERIA                             ;21;10840;0
2854;2854;cuchara postre DESCARTABLE                       ;CARNICERIA                             ;21;2;0
2855;2855;saldo anterior                                   ;CARNICERIA                             ;21;0;0
2856;2856;MARACUYA                                         ;CARNICERIA                             ;10.5;100;0
2857;2857;COCO RALL X 1K.                                  ;CARNICERIA                             ;21;1100;0
2858;7790670045502;salchicha tipo alemana x4                        ;CARNICERIA                             ;21;55.5;0
2859;7791787001108;trio OSKITO X 300                                ;CARNICERIA                             ;21;1370;0
2860;7790070411914;GALLO YAMANI X 500                               ;CARNICERIA                             ;21;265;0
2861;7791140004050;repelente p-pulgas arosol babs                   ;CARNICERIA                             ;10.5;6200;0
2862;2862;PAPAYA unidad                                    ;CARNICERIA                             ;10.5;3550;0
2863;7790150441541;SOPAS de la ABUELA pollo arroz                   ;CARNICERIA                             ;21;46;0
2864;7790580135737;cond pizza la camp                               ;CARNICERIA                             ;21;220;0
2865;7790150696736;ROMERO X 15G alicante                            ;CARNICERIA                             ;21;640;0
2866;7798078236300;MARIA CODORNIU estuce + copas                    ;CARNICERIA                             ;21;260.9;0
2867;7792319000880;PERDRIEL +COPA                                   ;CARNICERIA                             ;21;310;0
2868;2868;carbon x 3k                                      ;CARNICERIA                             ;21;3000;0
2869;7792260000144;CEREZAS  ORIETA X 450                            ;CARNICERIA                             ;21;54.9;0
2870;7790480088942;yerba saq X 100 VZ                               ;CARNICERIA                             ;21;2990;0
2871;7791620001784;SALSA GOLF DANICA X 250                          ;CARNICERIA                             ;21;110;0
2872;7791324000069;PITUSAS X 160                                    ;CARNICERIA                             ;21;940;0
2873;7798059386123;CESTO DE RESIDUOS DEA                            ;CARNICERIA                             ;21;114;0
2874;7790077000746;MAGDALENAS POZO RELLENAS                         ;CARNICERIA                             ;21;750;0
2875;7790169001408;bizcocho azucarado x 500                         ;CARNICERIA                             ;21;1150;0
2876;2876;X                                                ;CARNICERIA                             ;21;1450.1;0
2877;7613034701886;DOLCA  MANCHADO X 160                            ;CARNICERIA                             ;21;53.5;0
2878;7891010032906;Jabon toc JOHNSONS X80g                          ;CARNICERIA                             ;21;10.5;0
2879;7792319009906;NORTON D.O.C.MALVEC ROBLE                        ;CARNICERIA                             ;21;205;0
2880;7798059384204;ESPONJA acero                                    ;CARNICERIA                             ;21;180;0
2881;7790765000225;CHAMPAGNE murville                               ;CARNICERIA                             ;21;36;0
2882;50267590;JONNIE WALKER X375                               ;CARNICERIA                             ;21;270;0
2883;5000267024004;JONNIE WALKER X 750                              ;CARNICERIA                             ;21;610;0
2884;7797390000194;LIQUIDO P-LAMPAZO X1L schez                      ;CARNICERIA                             ;21;220;0
2885;7791652000083;SOR                                              ;CARNICERIA                             ;21;42;0
2886;7798092967792;CEPILLO BARREMIGAS                               ;CARNICERIA                             ;21;870;0
2887;2887;BEL                                              ;CARNICERIA                             ;21;11.2;0
2888;7798024450347;REJILLA PABILO 40X40                             ;CARNICERIA                             ;21;60;0
2889;77923523;TURRON NEVARES X25G                              ;CARNICERIA                             ;21;40;0
2890;77909701;CHUPETIN flym paff x 1                           ;CARNICERIA                             ;21;40;0
2891;7790206006526;UVA AL LICOR felfort                             ;CARNICERIA                             ;21;6.5;0
2892;7702018053476;ESPUMA GILETTE x 179ML                           ;CARNICERIA                             ;21;580;0
2893;2893;TERMO ACERO INOX                                 ;CARNICERIA                             ;21;35000;0
2894;6939020441163;LUZ EMERG LED                                    ;CARNICERIA                             ;21;250;0
2895;6943082910055;ENCENDEDOR GIGANTE                               ;CARNICERIA                             ;21;19.6;0
2896;7794536090859;magi click                                       ;CARNICERIA                             ;21;730;0
2897;7891112071995;CUCHILLO tram x12 un                             ;CARNICERIA                             ;21;42350;0
2898;2898;coca cola x 237 vidrio                           ;CARNICERIA                             ;21;420;0
2899;7791822682781;COPA BAIRES AGUA C/PIE                           ;CARNICERIA                             ;21;48.9;0
2900;7798030841887;BOMBILLA RECTA LA TRANQRA                        ;CARNICERIA                             ;21;24.5;0
2901;7790400021806;WD-40                                            ;CARNICERIA                             ;21;8220;0
2902;7798125320167;CREMA LECHE orcovi X 360                         ;CARNICERIA                             ;21;3560;0
2903;7790520005915;Mr MUSCULO ADHESIVO lv                           ;CARNICERIA                             ;21;42;0
2904;7790900030476;hisopos x 120u cotton                            ;CARNICERIA                             ;21;355;0
2905;7791058790786;YOGUR MANFREY SACHET X 1                         ;CARNICERIA                             ;21;1360;0
2906;7791241961313;yogurT la lacteo x 1l                            ;CARNICERIA                             ;21;28;0
2907;7791620001708;mayo MAYODAN X3K                                 ;CARNICERIA                             ;21;2230;0
2908;7790400022834;EL PULPITO                                       ;CARNICERIA                             ;21;5060;0
2909;7790310004821;PEP RAMITAS X 74                                 ;CARNICERIA                             ;21;19.4;0
2910;7798112601163;GOOD SHOW X 63                                   ;CARNICERIA                             ;21;65;0
2911;7790480089833;YERBA SAQ x 100 la tranq                         ;CARNICERIA                             ;21;3540;0
2912;7790250096443;TOALL LADYSOFT X8 TELA SUAVE                     ;CARNICERIA                             ;21;1320;0
2913;648260489908;ACEITE DE COCO                                   ;CARNICERIA                             ;21;915;0
2914;7792180004833;MEZCLA P/PIZZA mama coc x 500                    ;CARNICERIA                             ;21;69.9;0
2915;7790040143937;TRAVIATA rex-kesitas                             ;CARNICERIA                             ;21;640;0
2916;7792180001665;ACEITE CA—UELAS X 1.5                            ;CARNICERIA                             ;21;3520;0
2917;7790045004912;GRANIX SIN SAL LIGHT x 360                       ;CARNICERIA                             ;21;890;0
2918;7798082000201;NATUZEN PIZZA                                    ;CARNICERIA                             ;21;37.9;0
2919;7798082000553;NATUZEN REBOZADOR X 250                          ;CARNICERIA                             ;21;26.3;0
2920;7798082000492;NATUZEN RUEDITAS VAINILLA X 180                  ;CARNICERIA                             ;21;25.5;0
2921;2921;CORDONES                                         ;CARNICERIA                             ;21;100;0
2922;7790670051923;HAMBURGUESA veganas                              ;CARNICERIA                             ;21;335;0
2923;7791813420248;H2 oh! x 500 CITRUS                              ;CARNICERIA                             ;21;1000;0
2924;7506339305036;MAGISTRAL X 500                                  ;CARNICERIA                             ;21;3150;0
2925;7791249021453;MANTECOL X38G extremo                            ;CARNICERIA                             ;21;12;0
2926;7793284000226;pascualina el berlines                           ;CARNICERIA                             ;21;89;0
2927;7622300834562;LINCOLN X 3                                      ;CARNICERIA                             ;21;3050;0
2928;7798092965323;VELA NUMERO                                      ;CARNICERIA                             ;21;900;0
2929;7798092965309;VELAS ROJAS                                      ;CARNICERIA                             ;21;2190;0
2930;2930;SOBRES MANILA A4                                 ;CARNICERIA                             ;21;90;0
2931;2931;SOBRES CARTA bl                                  ;CARNICERIA                             ;21;99;0
2932;7798164602620;salchicha granja ir light                        ;CARNICERIA                             ;21;2070;0
2933;7790163013018;whisky pioneer                                   ;CARNICERIA                             ;21;94.9;0
2934;2934;pechuga completa                                 ;CARNICERIA                             ;10.5;3900;0
2935;7790272000848;MAZOLA aerosol                                   ;CARNICERIA                             ;21;33.5;0
2936;7791130014137;VANISH white gat.x500                            ;CARNICERIA                             ;21;4450;0
2937;7790580127534;AZUCAR ARCOR                                     ;CARNICERIA                             ;21;145;0
2938;7791620001746;MAYO DANICA X 100                                ;CARNICERIA                             ;21;23;0
2939;7791620009841;DANICA DORADA X 250                              ;CARNICERIA                             ;21;66;0
2940;7791337001312;yogurisimo SER PROTEINA                          ;CARNICERIA                             ;21;95;0
2941;7791337603073;POSTRE SERENITO la copa                          ;CARNICERIA                             ;21;2090;0
2942;7791337000704;YOGURISIMO cremix X120                           ;CARNICERIA                             ;21;1200;0
2943;7791058790342;YOGUR MANFREY X140                               ;CARNICERIA                             ;21;550;0
2944;7791822688707;COPA NORUEGA AG                                  ;CARNICERIA                             ;21;1660;0
2945;7791118000534;EL POCILLO DP X 100dp                            ;CARNICERIA                             ;21;1430;0
2946;7798014620316;PIZZA X 1 CONTACTOS                              ;CARNICERIA                             ;21;12.5;0
2947;7790480008773;YERBA SAQ la tranq x 50                          ;CARNICERIA                             ;21;1800;0
2948;77940322;SHIMY GELATINA                                   ;CARNICERIA                             ;21;58;0
2949;2949;hoja gillette                                    ;CARNICERIA                             ;21;12;0
2950;7790895646355;COCA COLA cafe x220                              ;CARNICERIA                             ;21;50;0
2951;033383220291;ARANDANOS BANDEJA                                ;CARNICERIA                             ;10.5;3000;0
2952;7795293001164;TAPA empanadas criolla yeyo                      ;CARNICERIA                             ;21;970;0
2953;2953;papa bolsa x 18                                  ;CARNICERIA                             ;10.5;19500;0
2954;2954;cebolla bolsa x 18                               ;CARNICERIA                             ;10.5;19500;0
2955;7790150077733;YERBA SAQ X 50 LITORAL ensobrado                 ;CARNICERIA                             ;21;2230;0
2956;7793395000078;YERBA SAQ X 25 mas sab                           ;CARNICERIA                             ;21;230;0
2957;77940131;turron MANI arcor x25 g                          ;CARNICERIA                             ;21;270;0
2958;7790580144227;arcor milk x20g                                  ;CARNICERIA                             ;21;400;0
2959;7793253300180;PASTILLA poett lav                               ;CARNICERIA                             ;21;6.5;0
2960;7792798009107;QUILMEs sin alchol lata X473                     ;CARNICERIA                             ;21;550;0
2961;2961;QUESO CUART LA PAULINA                           ;CARNICERIA                             ;21;10300;0
2962;7790080044263;leche SAN REGIM X 30 SOBRES                      ;CARNICERIA                             ;21;6659;0
2963;7899026483002;ELVIVE OLEO x100                                 ;CARNICERIA                             ;21;185.5;0
2964;7791866003276;MAYO NATURA X 2.9K                               ;CARNICERIA                             ;21;11600;0
2965;2965;ARANDANOS SECOSX 200G                            ;CARNICERIA                             ;21;4800;0
2966;7795497000185;TAPA EMPANADA COPETIN la puntanita               ;CARNICERIA                             ;21;1680;0
2967;2967;xx                                               ;CARNICERIA                             ;21;17;0
2968;2968;xx                                               ;CARNICERIA                             ;21;162.3;0
2969;2969;xx                                               ;CARNICERIA                             ;21;127.1;0
2970;7791130136099;PROCENEX X 900 PINO                              ;CARNICERIA                             ;21;85;0
2971;070330909229;ENCENDEDOR BIC                                   ;CARNICERIA                             ;21;1700;0
2972;2972;resto                                            ;CARNICERIA                             ;21;0;0
2973;7798024452518;paÒo cocina BLANCO micr 40x40                    ;CARNICERIA                             ;21;188;0
2974;7798092967976;PA—O MICROFIBRA                                  ;CARNICERIA                             ;21;1250;0
2975;7798024452495;paÒo PISOS  62x48 micr                           ;CARNICERIA                             ;21;270;0
2976;7793090721261;DISCOS DESM KOMILI                               ;CARNICERIA                             ;21;150;0
2977;7790613001091;CERA SUIZA LIQ X 400                             ;CARNICERIA                             ;21;730;0
2978;7790520993076;cera ceramicol x 800                             ;CARNICERIA                             ;21;2570;0
2979;7793184000098;PAPAS pay x500                                   ;CARNICERIA                             ;21;300;0
2980;7790310005873;PEHUAMAR X105                                    ;CARNICERIA                             ;21;80;0
2981;7790040932609;MERENGADAS /sonrisas X 3                         ;                                       ;21;2999;0
2982;7791122000957;ESENCIA VAINILLA VELEZ X 28                      ;CARNICERIA                             ;21;840;0
2983;7790670045380;paty casero x4                                   ;CARNICERIA                             ;21;51.5;0
2984;7793253110413;DESOD AMB POETT selections x 290                 ;CARNICERIA                             ;21;18.5;0
2985;0000;HUEVOS  x 12                                     ;CARNICERIA                             ;21;2000;0
2986;7792798014835;QUILMES lata x710                                ;CARNICERIA                             ;21;2390;0
2987;7793024000523;caramelos lipo dulce leche                       ;CARNICERIA                             ;21;49;0
2988;2988;esparragos                                       ;CARNICERIA                             ;10.5;200;0
2989;71061;PIZZERA ALUM REFORZADA                           ;CARNICERIA                             ;21;112;0
2990;7797711058750;TALONARIO X 50 DUP gd                            ;CARNICERIA                             ;21;15;0
2991;7798006808692;TALONARIO D/RECIBO                               ;CARNICERIA                             ;21;350;0
2992;7794536003071;MANTEL TELA ESTAMPADO                            ;CARNICERIA                             ;21;15000;0
2993;7794940000765;HILERET stevia X 100 SOBRES                      ;CARNICERIA                             ;21;4170;0
2994;7798059384419;ESPONJA estropajo acero                          ;CARNICERIA                             ;21;47;0
2995;2995;QUESO estilo campo la ser fracc                  ;CARNICERIA                             ;21;8349.75;0
2996;7791337004429;yogurisimo ser calc bebible x 100                ;CARNICERIA                             ;21;140;0
2997;7793360033247;CARAMELOS BC X 70G                               ;CARNICERIA                             ;21;19.4;0
2998;7790240017038;TRAPICHE pinot noir 2013                         ;CARNICERIA                             ;21;38.5;0
2999;7793890001617;PAS                                              ;CARNICERIA                             ;21;22.9;0
3000;7791337103870;POSTRE danette c-rocklet x116                    ;CARNICERIA                             ;21;375;0
3001;7791337901032;YOGURISIMO                                       ;CARNICERIA                             ;21;56;0
3002;7790742112057;YOGURISIMO seremix beb x250ml                    ;CARNICERIA                             ;21;55.9;0
3003;3003;FALDA DESHUESADA                                 ;CARNICERIA                             ;10.5;8990;0
3004;7790360964557;JAMON del DIABLO                                 ;CARNICERIA                             ;21;39;0
3005;7790040669208;hogareÒa salvado x 3                             ;CARNICERIA                             ;21;1313;0
3006;3006;yerba saq la tranq x 100                         ;CARNICERIA                             ;21;4130;0
3008;7790244941339;san ignacio cookies                              ;CARNICERIA                             ;21;185;0
3009;7791337008182;POSTRE SER x 95                                  ;CARNICERIA                             ;21;1790;0
3010;7792900000114;SAL DOS ANCLAS light salero x250                 ;CARNICERIA                             ;21;2999;0
3011;7795933000366;PALMITOS X 800 bahia enteros                     ;CARNICERIA                             ;21;1525;0
3012;7509546688381;COLGATE TOTAL12 X70G                             ;CARNICERIA                             ;21;5110;0
3013;7790742372000;BRIE X 100 LA SERENIS                            ;CARNICERIA                             ;21;3789.95;0
3014;7794297019069;pala c/cabo deses plast                          ;CARNICERIA                             ;21;3750;0
3015;7790590016293;fosforo x 400 tres pat                           ;CARNICERIA                             ;21;840;0
3016;3016;ESPECIAS SURTIDAS X 1KG                          ;CARNICERIA                             ;21;2200;0
3017;7793825001323;LA CATEDRA 1.125LTS CAB                          ;CARNICERIA                             ;21;68.9;0
3018;7791337120402;MANTECREM X 190G                                 ;CARNICERIA                             ;21;26.5;0
3019;7797775000221;ENSALADA PRIMAVERA CONG SADIA                    ;CARNICERIA                             ;21;30;0
3020;7622210701848;BIZC ROYAL VLL                                   ;CARNICERIA                             ;21;2700;0
3021;7790520017529;RAID max cuca araÒa                              ;CARNICERIA                             ;21;5900;0
3022;7798057861349;CERA 8M X 5                                      ;CARNICERIA                             ;21;3270;0
3023;7790139000448;ACETO CASALTA X 250                              ;CARNICERIA                             ;21;2280;0
3024;7790139003661;ALCOHOL GEL bialc.PORTA X250                     ;CARNICERIA                             ;21;259;0
3025;7790070506658;LUCCHETTI P/ —OQUIS                              ;CARNICERIA                             ;21;41.5;0
3026;7790070411853;ARROZ GALLO ORO X 500 integral                   ;CARNICERIA                             ;21;589;0
3027;7792900092980;VINAGRE D VINO X 500 DOS ANCLAS                  ;CARNICERIA                             ;21;790;0
3028;7790070410153;EXQUISITA nja,lim,coco                           ;CARNICERIA                             ;21;3340;0
3029;7790070410146;EXQUISITA chocol                                 ;CARNICERIA                             ;21;3560;0
3030;3030;ENTRA—AS                                         ;CARNICERIA                             ;10.5;8990;0
3031;7792798011124;QUILMES X 650                                    ;CARNICERIA                             ;21;82.9;0
3032;7798138552838;ARVEJA nat MOLTO X340                            ;CARNICERIA                             ;21;690;0
3033;7795128086946;JARRA VIDRIO X 2L                                ;CARNICERIA                             ;21;102;0
3034;77921420;HALLS LIMON                                      ;CARNICERIA                             ;21;32.5;0
3035;3035;MANGUERA X 15MTS                                 ;CARNICERIA                             ;21;64.9;0
3036;3036;CUCHILLA cabo plastico tramontina                ;CARNICERIA                             ;21;4299.8;0
3037;7613034701862;DOLCA CAPPUCCINO X150                            ;CARNICERIA                             ;21;49.4;0
3038;7791620001654;MAYODAN X 1K                                     ;CARNICERIA                             ;21;123.5;0
3039;7791620002453;KETCHUP danica x220 DP                           ;CARNICERIA                             ;21;68;0
3040;7795885000209;escobillon plastico                              ;CARNICERIA                             ;21;140;0
3041;7791274187742;talco pedico algabo x100                         ;CARNICERIA                             ;21;25.9;0
3042;7791290001275;SUN POLVO LAVAVAJ X 1K                           ;CARNICERIA                             ;21;4400;0
3043;7790828102255;GIGANTE SUAVIZ X 5L                              ;CARNICERIA                             ;21;103.9;0
3044;7795497000406;TORTAS FRITAS FRESCAS                            ;CARNICERIA                             ;21;25.5;0
3045;3045;ZAPALLO en almibar x 450                         ;CARNICERIA                             ;21;3450;0
3046;7791416001318;RAZA GATOS X 1                                   ;CARNICERIA                             ;21;1030;0
3047;7795522000272;HUESITO FRUTALES X 200                           ;CARNICERIA                             ;21;60;0
3048;7790250015079;PH HIGIENOL MAX X6U                              ;CARNICERIA                             ;21;238;0
3049;7790380077589;CONFITES georgalos 500                           ;CARNICERIA                             ;21;1200;0
3050;3050;PAN miga bolson x 45 u                           ;CARNICERIA                             ;21;390;0
3051;7798147010121;PAN DULCE sta ana                                ;CARNICERIA                             ;21;1130;0
3052;7790380037026;NARANJAS C/ CHOCOLATE                            ;CARNICERIA                             ;21;40.5;0
3053;7793024000363;CAPULLITAS LIPO X K                              ;CARNICERIA                             ;21;650;0
3054;7790580982706;HELADO BC LA CAMP x300                           ;CARNICERIA                             ;21;3050;0
3055;3055;x                                                ;CARNICERIA                             ;21;990;0
3056;7798058140344;MASS X 2.25 COLA                                 ;CARNICERIA                             ;21;9.9;0
3057;7791249420911;MANTECOL X 150marm                               ;CARNICERIA                             ;21;1279;0
3058;7790315000149;villa del sur x 1.65                             ;CARNICERIA                             ;21;12.5;0
3059;3059;CIRUELAS                                         ;CARNICERIA                             ;10.5;1650;0
3060;3060;CEREZAS KG                                       ;CARNICERIA                             ;21;6000;0
3061;3061;DAMASCO KG                                       ;CARNICERIA                             ;10.5;380;0
3062;7795991000681;TKT AEROS. lampazos ct                           ;CARNICERIA                             ;21;700;0
3063;7793147571283;HEINEKEN lataX 710                               ;CARNICERIA                             ;21;1690;0
3064;7795933206041;MARACUYA BAHIA                                   ;CARNICERIA                             ;21;39.8;0
3065;7790480008919;CHAMPA—A FED.ALVEAR EX DULC.                     ;CARNICERIA                             ;21;185;0
3066;7790703100321;DON VALENTIN LACRADO                             ;CARNICERIA                             ;21;3100;0
3067;7798167890017;CHAMP.RENAISSANCE                                ;CARNICERIA                             ;21;52.5;0
3068;7790040534308;FORMIS X 72g                                     ;CARNICERIA                             ;21;535;0
